07L;59.26527806;24.19583333;59.26722222;24.21305611;22
25R;59.26722222;24.21305611;59.26527806;24.19583333;22
07R;59.25743111;24.18761889;59.26173306;24.22141611;22
25L;59.26173306;24.22141611;59.25743111;24.18761889;22
14;58.99640361;22.82374194;58.98640361;22.83610611;23
32;58.98640361;22.83610611;58.99640361;22.82374194;23
5;58.22917194;22.5069675;58.23289694;22.51863;24
23;58.23289694;22.51863;58.22917194;22.5069675;24
17;58.23669694;22.50939694;58.22306889;22.50945889;24
35;58.22306889;22.50945889;58.23669694;22.50939694;24
3;58.40947111;24.46054694;58.42787806;24.48509694;25
21;58.42787806;24.48509694;58.40947111;24.46054694;25
5;59.23559194;25.95473639;59.24008111;25.97018111;27
23;59.24008111;25.97018111;59.23559194;25.95473639;27
05L;59.23001889;25.93358306;59.24135611;25.97156889;27
23R;59.24135611;25.97156889;59.23001889;25.93358306;27
8;59.4130825;24.81015306;59.41319194;24.85973111;27
26;59.41319194;24.85973111;59.4130825;24.81015306;27
8;58.30729194;26.67866889;58.30763111;26.70196861;28
26;58.30763111;26.70196861;58.30729194;26.67866889;28
3;68.35502111;23.41049694;68.36974611;23.43815806;32
21;68.36974611;23.43815806;68.35502111;23.41049694;32
11;61.11805611;22.19303306;61.11391639;22.20974194;33
29;61.11391639;22.20974194;61.11805611;22.19303306;33
8;61.85525611;24.76194639;61.85684194;24.81125806;36
26;61.85684194;24.81125806;61.85525611;24.76194639;36
9;60.25168639;25.03833639;60.25090611;25.05604194;37
27;60.25090611;25.05604194;60.25168639;25.03833639;37
18;60.2586125;25.0436125;60.25001889;25.04186889;37
36;60.25001889;25.04186889;60.2586125;25.0436125;37
04L;60.31294694;24.90386889;60.33114194;24.94389194;38
22R;60.33114194;24.94389194;60.31294694;24.90386889;38
04R;60.31129194;24.93637194;60.33056889;24.97890889;38
22L;60.33056889;24.97890889;60.31129194;24.93637194;38
15;60.3300275;24.96449694;60.30706694;24.98807861;38
33;60.30706694;24.98807861;60.3300275;24.96449694;38
7;61.6886325;23.06777806;61.69041694;23.0797275;39
25;61.69041694;23.0797275;61.6886325;23.06777806;39
3;59.84083361;23.07522806;59.84973639;23.08757806;39
21;59.84973639;23.08757806;59.84083361;23.07522806;39
4;60.65137806;24.87444861;60.65889111;24.89125306;40
22;60.65889111;24.89125306;60.65137806;24.87444861;40
12;60.65864194;24.86946361;60.65440611;24.88121889;40
30;60.65440611;24.88121889;60.65864194;24.86946361;40
10;60.46246694;23.65211694;60.46143306;23.66034389;41
28;60.46143306;23.66034389;60.46246694;23.65211694;41
18;60.467235;23.65200806;60.45899389;23.6511325;41
36;60.45899389;23.6511325;60.467235;23.65200806;41
1;62.15975806;30.06863639;62.17224639;30.07835806;42
19;62.17224639;30.07835806;62.15975806;30.06863639;42
4;68.59962806;27.38277889;68.61490611;27.42778306;43
22;68.61490611;27.42778306;68.59962806;27.38277889;43
