E00A;70.0666711111111;24.9738986111111;1;
E00K;68.4369438888889;17.3866669444444;2;
E0A0;69.2925000000000;16.1441669444444;3;
E0AT;69.9758333333333;23.3716669444444;4;
E0BO;67.2691669444444;14.3652780555556;5;
E0BS;70.6002780555555;29.6922222222222;6;
E0BV;70.8713888888889;29.0341669444444;7;
E0DU;69.0558333333333;18.5402780555556;8;
E0EV;68.4888888888889;16.6783333333333;9;
E0HF;70.6797222222222;23.6683333333333;10;
E0HK;70.4866675000000;22.1397438888889;11;
E0HV;71.0097222222222;25.9833333333333;12;
E0KR;69.7247222222222;29.8877780555556;13;
E0MH;71.0297222222222;27.8266669444444;14;
E0RA;66.3638888888889;14.3013888888889;15;
E0SH;68.2433463888889;14.6689050000000;16;
E0SK;68.5808333333333;15.0258333333333;17;
E0SR;69.7866669444444;20.9597222222222;18;
E0SS;70.3552780555555;31.0450000000000;19;
E0TC;69.6813888888889;18.9177780555556;20;
E0VD;70.0652780555556;29.8447222222222;21;
EEEI;59.2597222222222;24.2047222222222;22;
EEKA;58.9908333333333;22.8308333333333;23;
EEKE;58.2297222222222;22.5094438888889;24;
EEPU;58.4188888888889;24.4727780555556;25;
EET0;59.4133333333333;24.8322222222222;26;
EETA;59.2408333333333;25.9622222222222;27;
EETU;58.3072222222222;26.6905561111111;28;
EF0U;60.3338888888889;24.2963888888889;29;
EFAA;67.6036111111111;23.9716666666667;30;
EFAH;64.8952777777778;25.7522222222222;31;
EFET;68.3644438888889;23.4272222222222;32;
EFEU;61.1158333333333;22.2013888888889;33;
EFFO;60.8019444444444;23.6455555555556;34;
EFH0;59.8455561111111;23.0822222222222;35;
EFHA;61.8563888888889;24.7891669444444;36;
EFHF;60.2538888888889;25.0441669444444;37;
EFHK;60.3172222222222;24.9633333333333;38;150
EFHM;61.6896561111111;23.0737438888889;39;
EFHV;60.6544438888889;24.8808333333333;40;
EFIK;60.4622222222222;23.6544438888889;41;
EFIT;62.1658333333333;30.0733333333333;42;
EFIV;68.6108333333333;27.4138888888889;43;
EFJM;61.7786111111111;22.7161111111111;44;
EFJO;62.6588888888889;29.6244438888889;45;
EFJY;62.4008333333333;25.6727780555556;46;
EFKA;63.1241669444444;23.0513888888889;47;
EFKE;65.7791669444444;24.5847222222222;48;
EFKG;60.2469444444444;20.8047222222222;49;
EFKI;64.2841669444444;27.6875000000000;50;
EFKJ;62.4630561111111;22.3947222222222;51;
EFKK;63.7202780555556;23.1391669444444;52;
EFKM;66.7158333333333;27.1572222222222;53;
EFKO;64.2283333333333;23.8263888888889;54;
EFKS;65.9902780555555;29.2319438888889;55;
EFKT;67.6983333333333;24.8480561111111;56;
EFKU;63.0083333333333;27.7944438888889;57;
EFL0;63.5119438888889;29.6291669444444;58;
EFLA;61.1441669444444;25.6930561111111;59;
EFLP;61.0458333333333;28.1483333333333;60;
EFM0;60.5725000000000;25.5088888888889;61;
EFMA;60.1219438888889;19.8963888888889;62;
EFME;62.9466669444444;23.5188888888889;63;
EFMI;61.6863888888889;27.1997222222222;64;
EFOU;64.9291669444444;25.3555561111111;65;
EFPI;61.2455580555556;22.1933561111111;66;
EFPO;61.4613888888889;21.7977780555556;67;
EFPU;65.4022222222222;26.9469438888889;68;
EFPY;63.7319169444444;25.9263061111111;69;
EFR0;62.0654811111111;28.3564938888889;70;
EFRH;64.6880561111111;24.6958333333333;71;
EFRO;66.5616669444444;25.8308333333333;72;
EFRY;60.7447222222222;24.1077780555556;73;
EFSA;61.9427780555556;28.9450000000000;74;
EFSE;61.0641669444444;26.7955561111111;75;
EFSI;62.6933333333333;22.8319438888889;76;
EFSO;67.3966669444444;26.6180561111111;77;
EFTP;61.4152780555556;23.5877780555556;78;
EFTS;61.7733350000000;24.0270061111111;79;
